PatternConfig Name,Benchmark,Profiler,MemCellType,Cache Level,Design Target,Capacity,Word Width (bits),Optimization Target,Total Reads,Total Writes,Total Read Latency (ms),Total Write Latency (ms),Total Latency (ms),Total Read Energy (mJ),Total Write Energy (mJ),Total Energy (mJ),Total Dynamic Read Power (mW),Total Dynamic Write Power (mW),Total Power (mW),Read Bandwidth Usage (%),Write Bandwidth Usage (%),Cache Hit Latency (ns),Cache Miss Latency (ns),Cache Write Latency (ns),Cache Hit Energy (nJ),Cache Miss Energy (nJ),Cache Write Energy (nJ),Leakage Power (mW),Total Area (mm^2)
memsyspatternconfig_pop2_s_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,4030087,22946208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.584268515723085,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_perlbench_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,799301,620770,3.411835725861672,7.30040699338319,10.712242719244864,0.2027804603911875,0.1122582943145828,0.3150387547057703,798.0623492811138,441.8035047073009,1270.450122504138,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_namd_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,14668,114443,0.062610714145158,1.345877664100637,1.408488378245795,0.0037212311670045,0.0206955490378784,0.024416780204883,119.15565696460432,662.6816854908243,812.4216109711517,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_deepsjeng_s_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,5824,15574569,0.0248598854091492,183.1607398014225,183.1855996868316,0.0014775327458845,2.816461089654425,2.8179386224003102,228.29615974730555,435176.31175130187,435435.1921795649,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_blender_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,275359,804452,1.1753765773313734,9.460552228105568,10.635928805436942,0.0698578192606502,0.1454748286449969,0.2153326479056472,5094.2769095493495,10608.534138773206,15733.39531683828,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_specrand_is_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,8,12,3.4148194243336834e-05,0.0001411229342922,0.0001752711285355,2.0295779476436287e-06,2.170046123000457e-06,4.199624070644086e-06,0.0107727639087448,0.0115183526611099,30.60655963229294,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_roms_s_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,39696,35125553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.584268515723085,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_wrf_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,2475478,3772730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.584268515723085,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_roms_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,1152980,20175938,4.921523124835313,237.2739643882044,242.1954875130397,0.2925078477592688,3.6485596695664655,3.941067517325736,21902.497024280707,273198.02842130035,295131.1097140968,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_x264_s_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,2526461,1522659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.584268515723085,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_cam4_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,274904,7861112,1.173434398783784,92.44859935333298,93.62203375211676,0.069742387014878,1.4215813015060308,1.491323688520909,3369.197440332271,68675.42519352806,72075.20690237606,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_bwaves_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,7534246,16845409,32.16011198563545,198.10612895275244,230.2662409383879,1.9114174417152767,3.0462762075672503,4.957693649282527,137215.89674912256,218684.58058630652,355931.06160394487,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_exchange2_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,547,1263,0.0023348827813881,0.014853188834259,0.0171880716156471,0.0001387723921701,0.0002283973544457,0.0003671697466159,5.498331636361706,9.049382085098385,45.13198223718318,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
memsyspatternconfig_deepsjeng_r_l3,core_0,sniper,MRAM (Magnetoresistive),,cache,8MB,128,ReadEDP,5944,15574610,0.0253721083227992,183.161221971448,183.1865940797708,0.0015079764150992,2.8164685039786788,2.817976480393778,299.796503995868,559934.0962184252,560264.4769909368,0,0,4.268524280417105,2.5990098057409963,11.760244524353933,0.2536972434554536,0.2536972434554536,0.1808371769167047,30.584268515723085,6.714277156862294
