PatternConfig Name,Benchmark,Profiler,MemCellType,Cache Level,Design Target,Capacity,Word Width (bits),Optimization Target,Total Reads,Total Writes,Total Read Latency (ms),Total Write Latency (ms),Total Latency (ms),Total Read Energy (mJ),Total Write Energy (mJ),Total Energy (mJ),Total Dynamic Read Power (mW),Total Dynamic Write Power (mW),Total Power (mW),Read Bandwidth Usage (%),Write Bandwidth Usage (%),Cache Hit Latency (ns),Cache Miss Latency (ns),Cache Write Latency (ns),Cache Hit Energy (nJ),Cache Miss Energy (nJ),Cache Write Energy (nJ),Leakage Power (mW),Total Area (mm^2)
memsyspatternconfig_test_sniper,core_0,sniper,Single-Level Cell FeFET,l2,cache,128KB,128,WriteEDP,1216,622,0.0212439850523374,0.8425108663866447,0.8637548514389822,9.220827190838177e-06,3.11293871103008e-06,1.2333765901868256e-05,288.150849713693,97.27933471968998,388.2577378290781,0,0,17.470382444356463,16.80358243148742,1354.5190777920334,0.0075829170977287,0.0075829170977287,0.0050047246158039,2.82755339569514,0.0375728241437929
memsyspatternconfig_test_sniper,core_0,sniper,Single-Level Cell FeFET,l2,cache,1MB,128,WriteEDP,1216,622,0.0378576465454013,0.8498030482730119,0.8876606948184133,1.7818674835889478e-05,6.3345435174623846e-06,2.4153218353351863e-05,556.8335886215461,197.9544849206995,763.4221394158552,0,0,31.132933014310304,29.57268060824176,1366.242842882656,0.0146535154900406,0.0146535154900406,0.010184153565052,8.634065873609575,0.1862138316521959
