PatternConfig Name,Benchmark,Profiler,MemCellType,Cache Level,Design Target,Capacity,Word Width (bits),Optimization Target,Total Reads,Total Writes,Total Hits,Total Misses,Total Read Latency (ms),Total Write Latency (ms),Total Hit Latency (ms),Total Miss Latency (ms),Total Latency (ms),Total Read Energy (mJ),Total Write Energy (mJ),Total Hit Energy (mJ),Total Miss Energy (mJ),Total Energy (mJ),Cache Hit Latency (ns),Cache Miss Latency (ns),Cache Write Latency (ns),Cache Hit Energy (nJ),Cache Miss Energy (nJ),Cache Write Energy (nJ),Leakage Power (mW),Total Area (mm^2)
memsyspatternconfig_omnetpp_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,6789,2448,9237,0,3.6890548658545366,1.0156223587043,3.6890548658545366,0.0,4.704677224558837,0.015302127557287194,0.002050660498440952,0.015302127557287194,0.0,0.017352788055728145,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_deepsjeng_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,5824,15574569,15580393,0,6222.466667595102,6461.552493293658,6222.466667595102,0.0,12684.01916088876,25.810670247771405,13.046631302509395,25.810670247771405,0.0,38.8573015502808,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_blender_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,275359,804452,1079811,0,431.25279027316805,333.74977030408155,431.25279027316805,0.0,765.0025605772496,1.7888281541368238,0.6738798771616915,1.7888281541368238,0.0,2.4627080312985155,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_fotonik3d_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,8085,52510,0,0,0.0,21.78526554557304,0.0,0.0,21.78526554557304,0.0,0.043987002766803264,0.0,0.0,0.043987002766803264,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_wrf_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,2506442,3794119,0,0,0.0,1574.09807515719,0.0,0.0,1574.09807515719,0.0,3.1782883822239727,0.0,0.0,3.1782883822239727,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_leela_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,9037,70387,79424,0,31.720200678318793,29.20204696165015,31.720200678318793,0.0,60.922247639968944,0.1315747730984062,0.058962353146962125,0.1315747730984062,0.0,0.19053712624536834,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_mcf_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,33519188,441448,33960636,0,13563.131913317608,183.14724632569278,13563.131913317608,0.0,13746.2791596433,56.259606365551534,0.3697957417139548,56.259606365551534,0.0,56.62940210726549,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_bwaves_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,2212814,95528896,0,0,0.0,39632.87691173929,0.0,0.0,39632.87691173929,0.0,80.02342054202363,0.0,0.0,80.02342054202363,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_lbm_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,12288371,64084740,0,0,0.0,26587.375325062014,0.0,0.0,26587.375325062014,0.0,53.683024865546905,0.0,0.0,53.683024865546905,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_roms_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,39696,35125553,0,0,0.0,14572.833737194813,0.0,0.0,14572.833737194813,0.0,29.424258179327644,0.0,0.0,29.424258179327644,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_xz_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,19976762,33492157,0,0,0.0,13895.172994458633,0.0,0.0,13895.172994458633,0.0,28.055981767762507,0.0,0.0,28.055981767762507,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_x264_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,2526393,1522679,0,0,0.0,631.7266493176082,0.0,0.0,631.7266493176082,0.0,1.2755300968568506,0.0,0.0,1.2755300968568506,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_mcf_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,26930345,1110034,28040379,0,11198.711333804848,460.52914596485664,11198.711333804848,0.0,11659.240479769704,46.45203596543002,0.9298622858359492,46.45203596543002,0.0,47.38189825126597,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_bwaves_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,7534246,16845409,24379655,0,9736.698593223437,6988.796577581146,9736.698593223437,0.0,16725.495170804585,40.387635662298855,14.11119886290102,40.387635662298855,0.0,54.498834525199875,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_lbm_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,8808533,22650710,31459243,0,12564.130503978595,9397.290652176094,12564.130503978595,0.0,21961.42115615469,52.11576802443371,18.974230497811053,52.11576802443371,0.0,71.08999852224477,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_leela_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,9052,70374,79426,0,31.720999434379387,29.19665354226161,31.720999434379387,0.0,60.917652976640994,0.13157808632295037,0.05895146320150472,0.13157808632295037,0.0,0.19052954952445508,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_roms_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,1152980,20175938,21328918,0,8518.301259208878,8370.561168558708,8518.301259208878,0.0,16888.862427767584,35.33374730918251,16.901143413232738,35.33374730918251,0.0,52.23489072241525,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_xz_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,138335,623610,0,0,0.0,258.7223280684594,0.0,0.0,258.7223280684594,0.0,0.5223906835918146,0.0,0.0,0.5223906835918146,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_x264_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,2526461,1522659,0,0,0.0,631.7183517493182,0.0,0.0,631.7183517493182,0.0,1.2755133430946084,0.0,0.0,1.2755133430946084,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_omnetpp_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,6767,2460,9227,0,3.6850610855515655,1.020600899678341,3.6850610855515655,0.0,4.705661985229907,0.015285561434566304,0.002060712755786251,0.015285561434566304,0.0,0.017346274190352555,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_deepsjeng_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,5944,15574610,15580554,0,6222.53096745798,6461.569503308652,6222.53096745798,0.0,12684.100470766632,25.810936962347213,13.04666564772199,25.810936962347213,0.0,38.85760261006921,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_wrf_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,2475478,3772730,0,0,0.0,1565.2242407493768,0.0,0.0,1565.2242407493768,0.0,3.1603710711940898,0.0,0.0,3.1603710711940898,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_fotonik3d_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,1605,40845,42450,0,16.953597386112925,16.94570884039099,16.953597386112925,0.0,33.89930622650391,0.0703231909501831,0.034215370939060734,0.0703231909501831,0.0,0.10453856188924385,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_xalancbmk_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,6079917,332638,0,0,0.0,138.00432604357883,0.0,0.0,138.00432604357883,0.0,0.2786468982354581,0.0,0.0,0.2786468982354581,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_perlbench_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,800264,624324,1424588,0,568.9491494249196,259.0185512564148,568.9491494249196,0.0,827.9677006813345,2.359989963470894,0.5229887929038598,2.359989963470894,0.0,2.8829787563747535,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_specrand_fs_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,8,13,0,0,0.0,0.005393419388544077,0.0,0.0,0.005393419388544077,0.0,1.0889945457407016e-05,0.0,0.0,1.0889945457407016e-05,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_specrand_is_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,8,12,20,0,0.007987560605942485,0.004978540974040687,0.007987560605942485,0.0,0.012966101579983172,3.3132245441782384e-05,1.0052257345298784e-05,3.3132245441782384e-05,0.0,4.318450278708117e-05,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_namd_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,14668,114443,129111,0,51.56409686969201,47.47993039101153,51.56409686969201,0.0,99.04402726070353,0.21388686706169827,0.0958675406140024,0.21388686706169827,0.0,0.30975440767570067,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_cactuBSSN_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,134741,3338341,0,0,0.0,1385.0056211516635,0.0,0.0,1385.0056211516635,0.0,2.7964885698635076,0.0,0.0,2.7964885698635076,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_imagick_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,693102,2278525,0,0,0.0,945.310839406338,0.0,0.0,945.310839406338,0.0,1.9086933056414095,0.0,0.0,1.9086933056414095,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_exchange2_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,547,1263,1810,0,0.7228742348377949,0.5239914375177823,0.7228742348377949,0.0,1.246865672355577,0.0029984682124813058,0.001058000085592697,0.0029984682124813058,0.0,0.004056468298074003,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_nab_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,407803,290226,698029,0,278.77744711027134,120.40850272766103,278.77744711027134,0.0,399.18594983793236,1.1563634076740958,0.24311887002472374,1.1563634076740958,0.0,1.3994822776988196,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_cam4_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,274904,7861112,8136016,0,3249.3460445458873,3261.4056827935774,3249.3460445458873,0.0,6510.751727339464,13.478223951513428,6.5851600703513675,13.478223951513428,0.0,20.063384021864795,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_povray_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,36077,44799,80876,0,32.30009757831022,18.586138091337393,32.30009757831022,0.0,50.88623566964762,0.13398017411747962,0.03752758973433668,0.13398017411747962,0.0,0.1715077638518163,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_cactuBSSN_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,177705,1392159,1569864,0,626.9691921543647,577.5767186566258,626.9691921543647,0.0,1204.5459108109903,2.600655967910913,1.1661950444644842,2.600655967910913,0.0,3.766851012375397,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_imagick_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,399560,746234,1145794,0,457.60495084626314,309.59637876852315,457.60495084626314,0.0,767.2013296147863,1.8981364016860804,0.6251113506509745,1.8981364016860804,0.0,2.523247752337055,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_nab_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,5934,260972,0,0,0.0,108.27164958977885,0.0,0.0,108.27164958977885,0.0,0.21861314199310952,0.0,0.0,0.21861314199310952,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_exchange2_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,530,1263,1793,0,0.7160848083227437,0.5239914375177823,0.7160848083227437,0.0,1.240076245840526,0.002970305803855791,0.001058000085592697,0.002970305803855791,0.0,0.004028305889448488,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_cam4_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,275043,7861137,0,0,0.0,3261.4160547539404,0.0,0.0,3261.4160547539404,0.0,6.5851810125541705,0.0,0.0,6.5851810125541705,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_pop2_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,4030087,22946208,0,0,0.0,9519.886393905017,0.0,0.0,9519.886393905017,0.0,19.22176565956281,0.0,0.0,19.22176565956281,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_xalancbmk_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,6109886,337361,0,0,0.0,139.96379679527834,0.0,0.0,139.96379679527834,0.0,0.2826032991889453,0.0,0.0,0.2826032991889453,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_perlbench_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,799301,620770,1420071,0,567.1451588620675,257.54407337126975,567.1451588620675,0.0,824.6892322333373,2.352507045837868,0.5200116493534271,2.352507045837868,0.0,2.872518695191295,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_specrand_fr_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,8,13,21,0,0.00838693863623961,0.005393419388544077,0.00838693863623961,0.0,0.013780358024783687,3.4788857713871505e-05,1.0889945457407016e-05,3.4788857713871505e-05,0.0,4.567880317127852e-05,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_specrand_ir_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,WriteEDP,8,12,20,0,0.007987560605942485,0.004978540974040687,0.007987560605942485,0.0,0.012966101579983172,3.3132245441782384e-05,1.0052257345298784e-05,3.3132245441782384e-05,0.0,4.318450278708117e-05,39.93780302971242,3.1006472943369903,41.487841450339054,0.1656612272089119,0.1656612272089119,0.08376881121082319,4.283008340818741,5.019305141722197
memsyspatternconfig_omnetpp_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,6789,2448,9237,0,0.38232003149774313,0.28210083054139745,0.38232003149774313,0.0,0.6644208620391405,0.031425078054015385,0.006518453437517221,0.031425078054015385,0.0,0.03794353149153261,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_deepsjeng_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,5824,15574569,15580393,0,644.8734808387156,1794.7707721504503,644.8734808387156,0.0,2439.644252989166,53.00585321394771,41.4714472368869,53.00585321394771,0.0,94.4773004508346,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_blender_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,275359,804452,1079811,0,44.693447605457344,92.70285021678441,44.693447605457344,0.0,137.39629782224176,3.6736110164105673,2.1420681800317007,3.6736110164105673,0.0,5.815679196442268,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_fotonik3d_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,8085,52510,0,0,0.0,6.051108910019927,0.0,0.0,6.051108910019927,0.0,0.1398218913415152,0.0,0.0,0.1398218913415152,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_wrf_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,2506442,3794119,0,0,0.0,437.2239056670328,0.0,0.0,437.2239056670328,0.0,10.10285459064518,0.0,0.0,10.10285459064518,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_leela_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,9037,70387,79424,0,3.2873645319559106,8.111205538936822,3.2873645319559106,0.0,11.398570070892733,0.2702073616284636,0.18742417569710973,0.2702073616284636,0.0,0.4576315373255733,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_mcf_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,33519188,441448,33960636,0,1405.6329354989052,50.87126120949298,1405.6329354989052,0.0,1456.5041967083982,115.53703984670402,1.1754731344301885,115.53703984670402,0.0,116.71251298113421,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_bwaves_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,2212814,95528896,0,0,0.0,11008.488930679241,0.0,0.0,11008.488930679241,0.0,254.3711848502553,0.0,0.0,254.3711848502553,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_lbm_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,12288371,64084740,0,0,0.0,7384.950318231011,0.0,0.0,7384.950318231011,0.0,170.6427262031852,0.0,0.0,170.6427262031852,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_roms_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,39696,35125553,0,0,0.0,4047.772742861877,0.0,0.0,4047.772742861877,0.0,93.53116082415985,0.0,0.0,93.53116082415985,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_xz_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,19976762,33492157,0,0,0.0,3859.5446512756853,0.0,0.0,3859.5446512756853,0.0,89.18180797651814,0.0,0.0,89.18180797651814,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_x264_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,2526393,1522679,0,0,0.0,175.46936705389888,0.0,0.0,175.46936705389888,0.0,4.0545392817750345,0.0,0.0,4.0545392817750345,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_mcf_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,26930345,1110034,28040379,0,1160.59311275183,127.91728485669508,1160.59311275183,0.0,1288.510397608525,95.39581019153123,2.9557618231458296,95.39581019153123,0.0,98.35157201467706,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_bwaves_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,7534246,16845409,24379655,0,1009.0755080117041,1941.2189010251354,1009.0755080117041,0.0,2950.2944090368396,82.94170848814188,44.85539795851043,82.94170848814188,0.0,127.79710644665232,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_lbm_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,8808533,22650710,31459243,0,1302.100116342444,2610.205924572033,1302.100116342444,0.0,3912.306040914477,107.0270831217102,60.313561463115064,107.0270831217102,0.0,167.34064458482527,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_leela_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,9052,70374,79426,0,3.2874473120861474,8.109707454460908,3.2874473120861474,0.0,11.397154766547056,0.2702141658025578,0.18738955972705754,0.2702141658025578,0.0,0.45760372552961537,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_roms_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,1152980,20175938,21328918,0,882.805304922895,2325.019961908391,882.805304922895,0.0,3207.825266831286,72.5628356563488,53.723820429425786,72.5628356563488,0.0,126.28665608577458,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_xz_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,138335,623610,0,0,0.0,71.8631123096082,0.0,0.0,71.8631123096082,0.0,1.6605280834028242,0.0,0.0,1.6605280834028242,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_x264_s_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,2526461,1522659,0,0,0.0,175.46706230855133,0.0,0.0,175.46706230855133,0.0,4.054486026436493,0.0,0.0,4.054486026436493,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_omnetpp_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,6767,2460,9227,0,0.38190613084656005,0.2834836777499337,0.38190613084656005,0.0,0.6653898085964938,0.03139105718354444,0.006550406640642305,0.03139105718354444,0.0,0.03794146382418674,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
memsyspatternconfig_deepsjeng_r_l3,core_0,sniper,MRAM (Magnetoresistive),N/A,cache,8MB,128,ReadLatency,5944,15574610,15580554,0,644.8801446391997,1794.7754968784125,644.8801446391997,0.0,2439.655641517612,53.00640094996229,41.47155641033091,53.00640094996229,0.0,94.4779573602932,4.139006511830065,2.5573175781517485,11.523726737802182,0.3402087047094878,0.3402087047094878,0.26627669270903676,32.396483029235654,7.842893798304626
