PatternConfig Name,Benchmark,Profiler,MemCellType,Cache Level,Design Target,Capacity,Word Width (bits),Optimization Target,Total Reads,Total Writes,Total Hits,Total Misses,Total Read Latency (ms),Total Write Latency (ms),Total Hit Latency (ms),Total Miss Latency (ms),Total Latency (ms),Total Read Energy (mJ),Total Write Energy (mJ),Total Hit Energy (mJ),Total Miss Energy (mJ),Total Energy (mJ),Cache Hit Latency (ns),Cache Miss Latency (ns),Cache Write Latency (ns),Cache Hit Energy (nJ),Cache Miss Energy (nJ),Cache Write Energy (nJ),Leakage Power (mW),Total Area (mm^2)
memsyspatternconfig_blender_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,275359,804452,1079811,0,37.590894834009866,172.0119193791344,37.590894834009866,0.0,209.60281421314428,4.941983922132441,2.5138841928983946,4.941983922132441,0.0,7.455868115030835,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_fotonik3d_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,8085,52510,0,0,0.0,11.227948823047674,0.0,0.0,11.227948823047674,0.0,0.16409190227520687,0.0,0.0,0.16409190227520687,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_wrf_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,2506442,3794119,0,0,0.0,811.2773559427312,0.0,0.0,811.2773559427312,0.0,11.856488367330137,0.0,0.0,11.856488367330137,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_leela_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,9037,70387,79424,0,2.7649461167708047,15.050497692017839,2.7649461167708047,0.0,17.815443808788643,0.36350077099737554,0.21995689821833905,0.36350077099737554,0.0,0.5834576692157146,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_mcf_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,33519188,441448,33960636,0,1182.2538355064817,94.39260240024281,1182.2538355064817,0.0,1276.6464379067245,155.42804907283977,1.3795094663032852,155.42804907283977,0.0,156.80755853914306,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_bwaves_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,2212814,95528896,0,0,0.0,20426.4626815891,0.0,0.0,20426.4626815891,0.0,298.5244385239078,0.0,0.0,298.5244385239078,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_lbm_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,12288371,64084740,0,0,0.0,13702.917178791016,0.0,0.0,13702.917178791016,0.0,200.26255748261357,0.0,0.0,200.26255748261357,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_roms_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,39696,35125553,0,0,0.0,7510.72008122736,0.0,0.0,7510.72008122736,0.0,109.76611712509235,0.0,0.0,109.76611712509235,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_xz_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,19976762,33492157,0,0,0.0,7161.459241467871,0.0,0.0,7161.459241467871,0.0,104.6618121011214,0.0,0.0,104.6618121011214,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_x264_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,2526393,1522679,0,0,0.0,325.5867812974559,0.0,0.0,325.5867812974559,0.0,4.758318294886872,0.0,0.0,4.758318294886872,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
